"svspp","stocks","biomass","treatment","year","total","ztotal","lowerci","upperci","ciflag"
"106","gom","yes","NYY","1989","1298182.7515502","1298182.7515502","594464.885621192","2043540.5313696","0"
"106","gom","yes","NYY","1990","861943.672237228","861943.672237228","476032.116056866","1257917.57611847","0"
"106","gom","yes","NYY","1991","673338.661901738","673338.661901738","441490.913917739","936901.285840267","0"
"106","gom","yes","NYY","1992","1401260.08302452","1401260.08302452","830347.460703527","2907389.69491443","0"
"106","gom","yes","NYY","1993","1580182.08894755","1580182.08894755","901064.737623442","2183503.79617595","0"
"106","gom","yes","NYY","1994","2300318.16387018","2300318.16387018","1225863.32964976","3639150.84790479","0"
"106","gom","yes","NYY","1995","1679782.59342449","1679782.59342449","972717.42612035","2302446.95378943","0"
"106","gom","yes","NYY","1996","1579921.61790647","1579921.61790647","1062540.48864972","2287392.74028385","0"
"106","gom","yes","NYY","1997","2626944.12835581","2626944.12835581","1691022.61315018","3596065.30269156","0"
"106","gom","yes","NYY","1998","910328.248293415","910328.248293415","520052.438470842","1354551.1463286","0"
"106","gom","yes","NYY","1999","3731135.46808249","3731135.46808249","1665103.41248523","3572729.13267693","-1"
"106","gom","yes","NYY","2000","3505273.53600444","3505273.53600444","1870433.63366272","5051746.44227847","0"
"106","gom","yes","NYY","2001","3625661.43396797","3625661.43396797","2391650.61009954","4855416.7693599","0"
"106","gom","yes","NYY","2002","2773099.99470473","2773099.99470473","1705035.60358904","4826307.42433163","0"
"106","gom","yes","NYY","2003","4088518.28996504","4088518.28996504","1536281.93401453","5335482.41036851","-1"
"106","gom","yes","NYY","2004","1628470.08056365","1628470.08056365","863821.556960385","2761260.95363538","0"
"106","gom","yes","NYY","2005","1924053.31439982","1924053.31439982","1155232.84559053","2721396.79838722","0"
"106","gom","yes","NYY","2006","1974245.59782788","1974245.59782788","1331261.04594352","2792800.93167978","0"
"106","gom","yes","NYY","2007","1220436.01275642","1220436.01275642","739297.878415296","1613975.3564483","0"
"106","gom","yes","NYY","2008","1397180.88099982","1397180.88099982","814786.611177617","2203432.90936832","0"
"106","gom","yes","NYY","2009","1870460.96105618","1870460.96105618","1082334.50141301","2522417.85749684","0"
"106","gom","yes","NYY","2010","3065240.40087739","3065240.40087739","1057421.84879029","5202821.09804083","0"
"106","gom","yes","NYY","2011","1999847.59777675","1999847.59777675","1182000.23248774","2856878.20287688","0"
"106","gom","yes","NYY","2012","1565242.55211952","1565242.55211952","775138.45534378","2341570.40634171","0"
"106","gom","yes","NYY","2013","670198.579336694","670198.579336694","475970.421301505","869834.637257957","0"
"106","gom","yes","NYY","2014","1343348.86323663","1343348.86323663","897430.866881579","1826560.20441577","0"
"106","gom","yes","NYY","2015","1252885.24144201","1252885.24144201","887386.649320228","2012402.2346557","0"
"106","gom","yes","NYY","2016","1270059.35179189","1270059.35179189","856078.45962462","1713183.18987407","0"
"106","gom","yes","NYY","2017","623427.153199002","623427.153199002","347340.113853545","1024160.62204186","0"
"106","gom","yes","NYY","2018","1531159.43299572","1531159.43299572","825379.832788809","2450927.84685927","0"
"106","gom","yes","YYY","1976","595602.024939862","595602.024939862","223179.060849155","1284940.988572","0"
"106","gom","yes","YYY","1977","1560182.45788684","1560182.45788684","893526.736611318","2181037.51183886","0"
"106","gom","yes","YYY","1978","1337751.29225507","1337751.29225507","909105.455859976","1913802.65671024","0"
"106","gom","yes","YYY","1979","2743288.49793759","2743288.49793759","1876021.22631704","3508954.77734827","0"
"106","gom","yes","YYY","1980","1904317.17156867","1904317.17156867","965190.233087469","3009355.05280976","0"
"106","gom","yes","YYY","1981","2124455.89582487","2124455.89582487","1170950.66659457","3081002.98362989","0"
"106","gom","yes","YYY","1982","1241139.40656755","1241139.40656755","878873.691211899","1781725.12630462","0"
"106","gom","yes","YYY","1983","1804942.80228602","1804942.80228602","1254436.763367","2667736.63430231","0"
"106","gom","yes","YYY","1984","971785.715163943","971785.715163943","611019.73732579","1381700.0541345","0"
"106","gom","yes","YYY","1985","2522424.67556615","2522424.67556615","1469465.67694635","3477549.36373259","0"
"106","gom","yes","YYY","1986","1240058.67027756","1240058.67027756","723294.899086817","1672839.80788207","-1"
"106","gom","yes","YYY","1987","721822.990779194","721822.990779194","279428.037245179","969142.695358668","0"
"106","gom","yes","YYY","1988","918213.425599601","918213.425599601","458123.239818649","1257783.92789731","0"
"106","gom","yes","YYY","1989","1442079.86072489","1442079.86072489","737672.89961826","2163119.65538119","0"
"106","gom","yes","YYY","1990","909865.204778299","909865.204778299","534500.50629882","1278816.87059486","0"
"106","gom","yes","YYY","1991","720172.728982463","720172.728982463","488480.406732149","977432.744663944","0"
"106","gom","yes","YYY","1992","1499477.83707152","1499477.83707152","678746.493790402","3135496.41380177","0"
"106","gom","yes","YYY","1993","1716420.8929826","1716420.8929826","1018432.72585267","2320949.31539032","0"
"106","gom","yes","YYY","1994","2339110.95482077","2339110.95482077","1349479.22350175","3485184.31024979","0"
"106","gom","yes","YYY","1995","1764662.19206056","1764662.19206056","1062869.55844917","2374166.21058844","0"
"106","gom","yes","YYY","1996","1639551.56823821","1639551.56823821","1129964.97846307","2343201.4530083","0"
"106","gom","yes","YYY","1997","2453777.05478057","2453777.05478057","1506822.32361823","3402798.57743616","0"
"106","gom","yes","YYY","1998","868231.161710338","868231.161710338","461776.077468253","1311749.64262129","0"
"106","gom","yes","YYY","1999","3596342.35645317","3596342.35645317","1471530.24123798","3220162.02847487","-1"
"106","gom","yes","YYY","2000","3533254.97636026","3533254.97636026","1798561.43396564","4961795.38597935","0"
"106","gom","yes","YYY","2001","3428295.51316463","3428295.51316463","2264082.17675909","4699419.75598949","0"
"106","gom","yes","YYY","2002","2733341.75348281","2733341.75348281","1665298.61752498","4821868.62057363","0"
"106","gom","yes","YYY","2003","3991163.39778035","3991163.39778035","1536626.08942641","4965006.54845048","-1"
"106","gom","yes","YYY","2004","1591002.33237513","1591002.33237513","842925.611093949","2642663.93101203","0"
"106","gom","yes","YYY","2005","2027961.42308421","2027961.42308421","1293035.08566555","2802271.12830582","0"
"106","gom","yes","YYY","2006","1870055.69630609","1870055.69630609","1202286.52908408","2650333.66405014","0"
"106","gom","yes","YYY","2007","1245417.14315483","1245417.14315483","753558.441311156","1604212.20282214","0"
"106","gom","yes","YYY","2008","1346319.20389338","1346319.20389338","743157.828240112","2094719.03943064","0"
"106","gom","yes","YYY","2009","1782983.78373611","1782983.78373611","1009444.90651521","2441267.62020485","0"
"106","gom","yes","YYY","2010","3113507.22063606","3113507.22063606","1084199.44582314","5212035.33965157","0"
"106","gom","yes","YYY","2011","1906631.61426464","1906631.61426464","1180370.27278127","2697824.17385229","0"
"106","gom","yes","YYY","2012","1611396.90877999","1611396.90877999","603897.26281307","2396061.45327292","0"
"106","gom","yes","YYY","2013","637954.691864265","637954.691864265","447857.985574168","834535.346146357","0"
"106","gom","yes","YYY","2014","1390480.56781376","1390480.56781376","939219.926367032","1868558.09473348","0"
"106","gom","yes","YYY","2015","1224221.47340022","1224221.47340022","821648.286021778","1895416.15752758","0"
"106","gom","yes","YYY","2016","1224617.93429495","1224617.93429495","827552.404042779","1640993.72003644","0"
"106","gom","yes","YYY","2017","580694.24946749","580694.24946749","310001.862180164","942723.598675388","0"
"106","gom","yes","YYY","2018","1530265.92688435","1530265.92688435","780917.394992057","2413637.02171805","0"
"106","gom","yes","NYN","1976","1866571.6624316","1866571.6624316","553211.168056906","3273000.70432342","0"
"106","gom","yes","NYN","1977","2847028.3316318","2847028.3316318","1357581.34102238","4187131.58740569","0"
"106","gom","yes","NYN","1978","1961324.47439157","1961324.47439157","1258295.72555958","2847342.17214481","0"
"106","gom","yes","NYN","1979","3509308.38044417","3509308.38044417","2211975.42813861","4793270.01075251","0"
"106","gom","yes","NYN","1980","4715786.86769512","4715786.86769512","2093780.92364171","7285431.38795714","0"
"106","gom","yes","NYN","1981","2934106.55117981","2934106.55117981","1653273.24023409","4374581.52683451","0"
"106","gom","yes","NYN","1982","1738052.76549352","1738052.76549352","1159547.0025506","2375683.82485048","0"
"106","gom","yes","NYN","1983","3168427.53186054","3168427.53186054","1619256.7395505","5557226.32510636","0"
"106","gom","yes","NYN","1984","1874837.06805353","1874837.06805353","885054.636412009","2940731.39433785","0"
"106","gom","yes","NYN","1985","2713945.06688265","2713945.06688265","1397739.76164207","4115751.55350414","0"
"106","gom","yes","NYN","1986","1663407.44482225","1663407.44482225","802512.354427224","2803169.96287172","-1"
"106","gom","yes","NYN","1987","1155476.84458915","1155476.84458915","444649.751770633","1887990.83652285","0"
"106","gom","yes","NYN","1988","1323579.86144229","1323579.86144229","661615.692505871","2100143.23246479","0"
"106","gom","yes","NYN","1989","1576468.54082491","1576468.54082491","722164.911965832","2529494.02802248","0"
"106","gom","yes","NYN","1990","1053648.80361617","1053648.80361617","532578.664843137","1556034.91977056","0"
"106","gom","yes","NYN","1991","1637255.41267323","1637255.41267323","600439.211863518","2828844.89969258","0"
"106","gom","yes","NYN","1992","2110652.91337409","2110652.91337409","953705.648971681","3733565.2971134","0"
"106","gom","yes","NYN","1993","1993095.27476305","1993095.27476305","989376.672874317","3271283.25956599","0"
"106","gom","yes","NYN","1994","2923713.21396401","2923713.21396401","1342497.33785574","4840932.63314798","0"
"106","gom","yes","NYN","1995","1930023.84622245","1930023.84622245","1095029.06739648","2746449.10948093","0"
"106","gom","yes","NYN","1996","1968375.37196786","1968375.37196786","1173152.47081034","3550875.09014623","0"
"106","gom","yes","NYN","1997","3338480.59720778","3338480.59720778","2035287.12321032","4791582.60166278","0"
"106","gom","yes","NYN","1998","2842558.57695834","2842558.57695834","1051790.45756017","4749118.97802344","0"
"106","gom","yes","NYN","1999","3817605.78289872","3817605.78289872","1770451.98185359","3893266.36786576","-1"
"106","gom","yes","NYN","2000","5630805.49665921","5630805.49665921","2605930.11498085","8412719.39897836","0"
"106","gom","yes","NYN","2001","4527578.14483837","4527578.14483837","2641191.29147803","7217763.46771967","0"
"106","gom","yes","NYN","2002","4834930.10169701","4834930.10169701","2333274.78178686","7715753.98196455","0"
"106","gom","yes","NYN","2003","4648103.82516201","4648103.82516201","2154720.33453026","6107806.27929789","-1"
"106","gom","yes","NYN","2004","2137656.6767676","2137656.6767676","1042526.69147712","3330225.03382726","0"
"106","gom","yes","NYN","2005","2963361.86161746","2963361.86161746","1538808.5712834","4490524.01575556","0"
"106","gom","yes","NYN","2006","2634161.52198551","2634161.52198551","1597730.90025791","3988174.93001847","0"
"106","gom","yes","NYN","2007","1843492.74693245","1843492.74693245","907278.083497805","2908375.36259648","0"
"106","gom","yes","NYN","2008","2937156.84657138","2937156.84657138","1388170.87197314","4796088.08795265","0"
"106","gom","yes","NYN","2009","2939793.01633319","2939793.01633319","1628590.10544084","4280173.83338589","0"
"106","gom","yes","NYN","2010","3780574.55906491","3780574.55906491","1180808.97811296","6534522.58275693","0"
"106","gom","yes","NYN","2011","3384696.51430542","3384696.51430542","1573441.36809962","5393991.0177788","0"
"106","gom","yes","NYN","2012","3334116.52354186","3334116.52354186","1384014.44330752","5943154.63061814","0"
"106","gom","yes","NYN","2013","1126507.93946384","1126507.93946384","634147.267773614","1708428.43949574","0"
"106","gom","yes","NYN","2014","1475709.56962156","1475709.56962156","945716.710066085","2024689.26478034","0"
"106","gom","yes","NYN","2015","2127849.18971314","2127849.18971314","1196841.57457082","3140199.40128158","0"
"106","gom","yes","NYN","2016","1383312.43747681","1383312.43747681","953895.320318386","1919520.26969115","0"
"106","gom","yes","NYN","2017","799296.6834443","799296.6834443","405616.322014167","1320878.27166363","0"
"106","gom","yes","NYN","2018","1661274.79555658","1661274.79555658","890313.04195408","2660793.94425396","0"
"106","gom","yes","YYN","1976","1918937.65710894","1918937.65710894","526957.933764023","3293602.84364578","0"
"106","gom","yes","YYN","1977","2736586.37977537","2736586.37977537","1281296.94250917","3962500.31492253","0"
"106","gom","yes","YYN","1978","1906099.42593458","1906099.42593458","1211466.93887647","2741158.183518","0"
"106","gom","yes","YYN","1979","3559297.45431493","3559297.45431493","2270263.38747662","4767050.56771646","0"
"106","gom","yes","YYN","1980","4604309.5484551","4604309.5484551","1967802.1287555","7009602.39821478","0"
"106","gom","yes","YYN","1981","3015477.58021071","3015477.58021071","1732963.88147661","4279315.54917665","0"
"106","gom","yes","YYN","1982","1711265.43738747","1711265.43738747","1147540.60375243","2331313.71949522","0"
"106","gom","yes","YYN","1983","3262728.12373539","3262728.12373539","1316059.49510974","5298419.56312496","0"
"106","gom","yes","YYN","1984","1888206.37812058","1888206.37812058","860974.090707698","2867264.16579906","0"
"106","gom","yes","YYN","1985","2809328.87220394","2809328.87220394","1603347.21847887","3987396.70533789","0"
"106","gom","yes","YYN","1986","1698012.44540766","1698012.44540766","594503.162113442","2663017.43517567","-1"
"106","gom","yes","YYN","1987","1175915.50758533","1175915.50758533","431076.787710707","1809413.05285033","0"
"106","gom","yes","YYN","1988","1275901.52578797","1275901.52578797","602569.192631123","1960734.19450266","0"
"106","gom","yes","YYN","1989","1733100.91685934","1733100.91685934","885414.769630128","2649622.34103912","0"
"106","gom","yes","YYN","1990","1090178.48046642","1090178.48046642","562007.04506476","1567508.75115344","0"
"106","gom","yes","YYN","1991","1728303.66071842","1728303.66071842","634510.826131946","2784132.22398735","0"
"106","gom","yes","YYN","1992","2247700.23401009","2247700.23401009","951579.715975894","3835400.76619563","0"
"106","gom","yes","YYN","1993","2151436.66448484","2151436.66448484","982516.742786282","3287750.02074329","0"
"106","gom","yes","YYN","1994","2959104.04946081","2959104.04946081","1382471.9570093","4794773.98157464","0"
"106","gom","yes","YYN","1995","2024828.18924646","2024828.18924646","1194381.5204558","2849847.86413795","0"
"106","gom","yes","YYN","1996","1974085.9499295","1974085.9499295","1026474.68266541","3333034.43418324","0"
"106","gom","yes","YYN","1997","3118078.12683335","3118078.12683335","1725039.27682057","4529492.51889829","0"
"106","gom","yes","YYN","1998","2816850.74860764","2816850.74860764","1064506.13161478","4627009.12782228","0"
"106","gom","yes","YYN","1999","3663789.16303575","3663789.16303575","1529453.21357902","3568503.59699272","-1"
"106","gom","yes","YYN","2000","5689147.21073743","5689147.21073743","2747150.41762586","8494947.56893602","0"
"106","gom","yes","YYN","2001","4252582.87784935","4252582.87784935","2296404.98147042","6857925.12285541","0"
"106","gom","yes","YYN","2002","4694043.05768357","4694043.05768357","2176230.44406937","7394959.69158188","0"
"106","gom","yes","YYN","2003","4601840.02442535","4601840.02442535","2120521.89256523","5876379.89119314","-1"
"106","gom","yes","YYN","2004","2054761.57286072","2054761.57286072","940243.453962907","3196626.41101634","0"
"106","gom","yes","YYN","2005","3023151.93343326","3023151.93343326","1574337.43528807","4509625.12159502","0"
"106","gom","yes","YYN","2006","2496833.07580672","2496833.07580672","1413761.44565288","3811080.67083017","0"
"106","gom","yes","YYN","2007","1888025.15154907","1888025.15154907","929901.583776266","2834715.67794928","0"
"106","gom","yes","YYN","2008","2971914.35813616","2971914.35813616","1426962.54683388","4783426.94475884","0"
"106","gom","yes","YYN","2009","2836311.61174203","2836311.61174203","1512007.58731814","4124501.60234134","0"
"106","gom","yes","YYN","2010","3789780.00176166","3789780.00176166","1169006.69994976","6445547.20212085","0"
"106","gom","yes","YYN","2011","3317147.5161841","3317147.5161841","1590665.0644481","5247532.09340104","0"
"106","gom","yes","YYN","2012","3543475.61147641","3543475.61147641","1401796.87102348","5894863.31487106","0"
"106","gom","yes","YYN","2013","1054636.68832161","1054636.68832161","524006.541220196","1605355.78690222","0"
"106","gom","yes","YYN","2014","1521022.39622581","1521022.39622581","984588.061157391","2073728.12081696","0"
"106","gom","yes","YYN","2015","2093479.99822139","2093479.99822139","1168371.27646566","3028941.23924812","0"
"106","gom","yes","YYN","2016","1334925.68013615","1334925.68013615","911626.986701981","1890459.28841147","0"
"106","gom","yes","YYN","2017","767681.526670661","767681.526670661","369498.701313702","1226482.96043137","0"
"106","gom","yes","YYN","2018","1650890.98124157","1650890.98124157","825981.625252161","2604159.70516789","0"
"106","gom","yes","NNY","1976","504549.301623988","504549.301623988","0","0","-3"
"106","gom","yes","NNY","1977","1877671.66791204","1877671.66791204","229487.146846951","567944.018284647","-3"
"106","gom","yes","NNY","1978","654020.886917681","654020.886917681","117351.585063695","1513208.25379772","-1"
"106","gom","yes","NNY","1979","1997464.17592572","1997464.17592572","1127719.24780448","2286685.02530672","-1"
"106","gom","yes","NNY","1980","6142645.26141835","6142645.26141835","1066017.99694573","11159131.4227118","-1"
"106","gom","yes","NNY","1981","2346438.41758545","2346438.41758545","714360.178924682","3410207.42824298","-2"
"106","gom","yes","NNY","1982","1175341.0194068","1175341.0194068","611753.998215604","1718960.55363633","-3"
"106","gom","yes","NNY","1983","2593233.61243009","2593233.61243009","1477881.21444751","3720293.19578596","-2"
"106","gom","yes","NNY","1984","2794603.48760064","2794603.48760064","1046217.01698628","3427564.22554131","-1"
"106","gom","yes","NNY","1985","2158119.09339269","2158119.09339269","1385429.82082361","2933589.48043298","0"
"106","gom","yes","NNY","1986","1038495.23435614","1038495.23435614","543942.662119817","1294978.72226234","-4"
"106","gom","yes","NNY","1987","460269.248711233","460269.248711233","205012.12515432","697045.965245782","0"
"106","gom","yes","NNY","1988","1016328.11374763","1016328.11374763","313689.486162015","1491345.13187002","-2"
"106","gom","yes","NNY","1989","1492314.44973177","1492314.44973177","484847.110925018","1948341.87425915","-3"
"106","gom","yes","NNY","1990","1147590.32863264","1147590.32863264","374014.246890005","1608174.95869021","-2"
"106","gom","yes","NNY","1991","1623946.80060246","1623946.80060246","516590.768159183","2525512.7483717","-4"
"106","gom","yes","NNY","1992","2781502.44609116","2781502.44609116","1957345.99155209","3606348.24266045","-1"
"106","gom","yes","NNY","1993","1562575.21922871","1562575.21922871","748322.32949638","2374436.09199749","-1"
"106","gom","yes","NNY","1994","788985.619551189","788985.619551189","407768.810160679","1155861.12179893","-3"
"106","gom","yes","NNY","1995","2167977.97104535","2167977.97104535","1509143.79856947","2747131.46665148","-2"
"106","gom","yes","NNY","1996","2087559.92431631","2087559.92431631","1448528.77820307","3226111.5002197","-4"
"106","gom","yes","NNY","1997","2409437.16252173","2409437.16252173","1780229.961278","2997411.47488674","-2"
"106","gom","yes","NNY","1998","342231.231969604","342231.231969604","145268.256667717","877307.98539881","-1"
"106","gom","yes","NNY","1999","3149324.9960965","3149324.9960965","1447482.34877601","3335384.76409901","-2"
"106","gom","yes","NNY","2000","6741575.33898125","6741575.33898125","1638339.83643117","11831365.7445823","-2"
"106","gom","yes","NNY","2001","3934988.95281561","3934988.95281561","2616447.70824918","4614203.15872191","-2"
"106","gom","yes","NNY","2002","3018809.55081602","3018809.55081602","1046391.89510108","2407583.57056884","-5"
"106","gom","yes","NNY","2003","3983136.54321836","3983136.54321836","2309706.44289024","3906005.27138505","-5"
"106","gom","yes","NNY","2004","1076154.19419291","1076154.19419291","365143.262151765","1787165.12623405","-1"
"106","gom","yes","NNY","2005","1499883.29695434","1499883.29695434","1067857.11528002","1922504.1918383","-2"
"106","gom","yes","NNY","2006","2479395.59941904","2479395.59941904","1449950.90316059","3088600.668501","-1"
"106","gom","yes","NNY","2007","1556061.44428724","1556061.44428724","833165.62950323","2232280.2263724","-1"
"106","gom","yes","NNY","2008","1901631.28373426","1901631.28373426","770197.918840259","3050639.27766629","-3"
"106","gom","yes","NNY","2009","3151044.16570624","3151044.16570624","1698480.7138075","4604093.05503703","-1"
"106","gom","yes","NNY","2010","2512537.91774506","2512537.91774506","486859.910738955","4477553.00986736","-4"
"106","gom","yes","NNY","2011","3029792.71183195","3029792.71183195","1036186.39209237","4196192.64619344","-3"
"106","gom","yes","NNY","2012","1180041.09877999","1180041.09877999","786279.539790745","1267503.50100918","-2"
"106","gom","yes","NNY","2013","963173.819682177","963173.819682177","411599.507030067","1273490.40909838","-2"
"106","gom","yes","NNY","2014","1684173.52868814","1684173.52868814","606824.873426604","1439311.15468838","-3"
"106","gom","yes","NNY","2015","1353308.12921699","1353308.12921699","925252.233181974","2108204.97646031","-2"
"106","gom","yes","NNY","2016","1822418.82506169","1822418.82506169","810049.705000774","2582785.55389044","-3"
"106","gom","yes","NNY","2017","1154474.40721916","1154474.40721916","293862.147070892","1446326.31504665","-1"
"106","gom","yes","NNY","2018","2026878.41713331","2026878.41713331","1058183.64470229","2384037.31984365","-3"
"106","gom","yes","YNY","1976","1167441.88339854","1167441.88339854","4.155771990168e-11","4.15819426712533e-11","-6"
"106","gom","yes","YNY","1977","3340951.55373591","3340951.55373591","262707.466057267","592370.543061973","-6"
"106","gom","yes","YNY","1978","655655.273759381","655655.273759381","-69975.8426873185","1599253.50137911","-3"
"106","gom","yes","YNY","1979","2160676.25214615","2160676.25214615","1133102.79373395","2581750.65218336","-1"
"106","gom","yes","YNY","1980","6089228.77344381","6089228.77344381","889835.829015025","11078627.0282188","-2"
"106","gom","yes","YNY","1981","2380127.92623064","2380127.92623064","572695.785175094","3136468.01016442","-3"
"106","gom","yes","YNY","1982","1181632.57945242","1181632.57945242","306737.870137532","1547603.89109557","-4"
"106","gom","yes","YNY","1983","2855584.74914233","2855584.74914233","1530284.71701082","3807202.05626345","-4"
"106","gom","yes","YNY","1984","2903338.67445906","2903338.67445906","1125361.94907124","3586256.33575614","-3"
"106","gom","yes","YNY","1985","2564152.85442151","2564152.85442151","1386376.28288386","2934108.58390739","-2"
"106","gom","yes","YNY","1986","1219730.22075701","1219730.22075701","615260.248601298","1358379.83920747","-5"
"106","gom","yes","YNY","1987","477266.819425546","477266.819425546","232385.751648946","720584.728219842","-1"
"106","gom","yes","YNY","1988","1119704.72414707","1119704.72414707","294333.511514256","1334532.06541842","-3"
"106","gom","yes","YNY","1989","2258556.17575828","2258556.17575828","293957.295546794","1757305.76602819","-6"
"106","gom","yes","YNY","1990","1187228.63136874","1187228.63136874","324133.37289055","1574513.91441266","-4"
"106","gom","yes","YNY","1991","1841452.85559294","1841452.85559294","696438.38860168","2709376.9230956","-5"
"106","gom","yes","YNY","1992","2829571.53464453","2829571.53464453","2004961.16585292","3654217.63195616","-2"
"106","gom","yes","YNY","1993","1648543.8481506","1648543.8481506","677925.477409486","2510245.33645268","-4"
"106","gom","yes","YNY","1994","782977.19866134","782977.19866134","317871.772376556","1056424.81151138","-5"
"106","gom","yes","YNY","1995","3320870.72246966","3320870.72246966","1540420.81071257","2779617.43989489","-5"
"106","gom","yes","YNY","1996","2567375.75632465","2567375.75632465","1234382.53605702","2998724.08944099","-6"
"106","gom","yes","YNY","1997","2428322.19235182","2428322.19235182","1725151.39883076","2942335.75476384","-4"
"106","gom","yes","YNY","1998","334408.501559239","334408.501559239","41886.9562846886","887410.420110926","-2"
"106","gom","yes","YNY","1999","3038906.94824733","3038906.94824733","944687.783884673","2930572.38178102","-3"
"106","gom","yes","YNY","2000","6921867.65896635","6921867.65896635","1420443.77908423","14293915.9502352","-4"
"106","gom","yes","YNY","2001","4721055.48725406","4721055.48725406","2257828.63844698","4253031.97931378","-4"
"106","gom","yes","YNY","2002","2836181.63999827","2836181.63999827","914857.369200549","2401160.45084469","-5"
"106","gom","yes","YNY","2003","7096474.36063559","7096474.36063559","1974736.13239679","3811317.04098764","-6"
"106","gom","yes","YNY","2004","1437293.35656881","1437293.35656881","340597.948885287","1796335.86927476","-4"
"106","gom","yes","YNY","2005","1553486.8200706","1553486.8200706","1118805.95621337","1973379.88143069","-4"
"106","gom","yes","YNY","2006","2411400.20214591","2411400.20214591","1381906.37452198","3020456.46456657","-2"
"106","gom","yes","YNY","2007","2480143.58796198","2480143.58796198","515094.430573642","2382280.47471204","-4"
"106","gom","yes","YNY","2008","2013352.30592361","2013352.30592361","837790.300346326","3139333.07990868","-6"
"106","gom","yes","YNY","2009","3192103.79992429","3192103.79992429","1429362.53994266","4719126.33517063","-4"
"106","gom","yes","YNY","2010","2772191.82568219","2772191.82568219","498881.166741277","4490900.53856808","-7"
"106","gom","yes","YNY","2011","2924722.273292","2924722.273292","944331.754199022","4106344.5420714","-4"
"106","gom","yes","YNY","2012","1366496.11547135","1366496.11547135","790114.087529609","1282221.81708864","-4"
"106","gom","yes","YNY","2013","1104762.37583908","1104762.37583908","318796.497216434","1180570.85571234","-4"
"106","gom","yes","YNY","2014","2019830.83784141","2019830.83784141","714972.626427306","1605021.78857112","-4"
"106","gom","yes","YNY","2015","1475873.67297954","1475873.67297954","812126.558916354","1955920.07916543","-4"
"106","gom","yes","YNY","2016","1802280.07617952","1802280.07617952","723779.646050972","2471885.54978797","-4"
"106","gom","yes","YNY","2017","1290815.59831056","1290815.59831056","248139.02254781","1455544.14195164","-3"
"106","gom","yes","YNY","2018","2128328.02712601","2128328.02712601","967801.370099019","2367164.60978692","-5"
"106","gom","yes","NNN","1976","504549.301623988","504549.301623988","0","0","-4"
"106","gom","yes","NNN","1977","1877671.66791204","1877671.66791204","229487.146846951","567944.018284647","-3"
"106","gom","yes","NNN","1978","762624.932226176","762624.932226176","124677.394135877","1680240.3063842","-1"
"106","gom","yes","NNN","1979","2207581.35962667","2207581.35962667","1176318.84855274","2657523.99238872","-1"
"106","gom","yes","NNN","1980","6142645.26141835","6142645.26141835","1066017.99694573","11157162.4010997","-1"
"106","gom","yes","NNN","1981","2346438.41758545","2346438.41758545","715308.615512181","3598051.38315674","-2"
"106","gom","yes","NNN","1982","1175341.0194068","1175341.0194068","611824.838480728","1718986.34572344","-3"
"106","gom","yes","NNN","1983","2593233.61243009","2593233.61243009","1477881.21444751","3720257.97073164","-2"
"106","gom","yes","NNN","1984","2794603.48760064","2794603.48760064","1046049.10282385","3425615.45520862","-1"
"106","gom","yes","NNN","1985","2158119.09339269","2158119.09339269","1385175.9061243","2933287.61313788","0"
"106","gom","yes","NNN","1986","1038495.23435614","1038495.23435614","546577.206525018","1298633.55053092","-4"
"106","gom","yes","NNN","1987","460269.248711233","460269.248711233","205001.097251206","696938.344371799","0"
"106","gom","yes","NNN","1988","1016328.11374763","1016328.11374763","313689.486162015","1489196.25935227","-2"
"106","gom","yes","NNN","1989","1492314.44973177","1492314.44973177","530104.276140045","2215441.99123764","-2"
"106","gom","yes","NNN","1990","1147590.32863264","1147590.32863264","367808.13814942","1608066.05738895","-1"
"106","gom","yes","NNN","1991","1623946.80060246","1623946.80060246","508407.489857116","2525512.7483717","-5"
"106","gom","yes","NNN","1992","2781502.44609116","2781502.44609116","1947628.51877756","4049089.17107927","-1"
"106","gom","yes","NNN","1993","1562575.21922871","1562575.21922871","748315.395132743","2374463.63631046","-1"
"106","gom","yes","NNN","1994","788985.619551189","788985.619551189","428756.936165333","1230573.40119527","-2"
"106","gom","yes","NNN","1995","2167977.97104535","2167977.97104535","1508528.82213875","2747131.46665148","-2"
"106","gom","yes","NNN","1996","2184647.77966961","2184647.77966961","1312952.89978809","3138897.17093756","-4"
"106","gom","yes","NNN","1997","2409437.16252173","2409437.16252173","1449645.09886241","3018034.68871286","-1"
"106","gom","yes","NNN","1998","453666.915021917","453666.915021917","147188.683014598","894067.005137513","-1"
"106","gom","yes","NNN","1999","3149324.9960965","3149324.9960965","1408562.72993235","3239762.71890816","-2"
"106","gom","yes","NNN","2000","6741575.33898125","6741575.33898125","1638165.39205842","11814258.5664284","-2"
"106","gom","yes","NNN","2001","3934988.95281561","3934988.95281561","2616447.70824918","4613428.89177801","-2"
"106","gom","yes","NNN","2002","3018809.55081602","3018809.55081602","1046367.88850242","2200208.51271189","-6"
"106","gom","yes","NNN","2003","3983136.54321836","3983136.54321836","2309932.60347192","5474823.17084982","-3"
"106","gom","yes","NNN","2004","1076154.19419291","1076154.19419291","365082.544631151","1787165.12623405","-1"
"106","gom","yes","NNN","2005","1913674.28859893","1913674.28859893","1307047.11625907","2512100.69161183","-2"
